F' L' B2 R' U2
F R D2 F2 B2
F R D2 B2 F2
F D2 R F2 B2
F D2 R B2 F2
F D2 B2 R F2
B2 F' L' U2 L
F' B2 L' U2 L
F R2 D2 R B2 R2 F2
F R2 D2 R B2 F2 R2
F R2 D2 R' F2 B2 D
F R2 D2 R' F2 B2 D'
F R2 D2 R' F2 B2 D2
F R2 D2 R' B2 F2 D
F R2 D2 R' B2 F2 D'
F R2 D2 R' B2 F2 D2
B R2 D2 F B R F2
F R2 D2 R2 B2 R F2
F2 R2 F L' B2 R' U2
B R2 D2 B F R F2
D2 R2 F D B R F
F R2 D2 F R' F B2
F R2 D2 F R' B2 F
D2 R2 F D' B R F
D2 R2 F D2 B R F
D2 R2 F B R D F
D2 R2 F B R D' F
D2 R2 F B R D2 F
D2 R2 F B R F D
D2 R2 F B R F D'
D2 R2 F B R F D2
F R2 D2 F2 R B2 R2
F R2 D2 F2 R' B2 D
D2 R2 F B R' F R2
F R2 D2 F2 R' B2 D'
F R2 D2 F2 R' B2 D2
F R2 D2 F2 R2 B2 R
D2 R2 F B R2 F R'
D2 R2 F B D R F
D2 R2 F B D' R F
D2 R2 F B D2 R F
D2 R2 F B' R F B2
D2 R2 F B' R B2 F
B' R2 F B R D2 F2
D2 R2 F B2 R F B'
D2 R2 F B2 R B' F
B' R2 F B D2 R F2
F2 R2 F B2 L' U2 L
B2 R2 F' L' U2 L B
D R2 F D B R F2
F2 R2 F' R D2 F2 B2
F2 R2 F' R D2 B2 F2
B R2 F B R F2 D
B R2 F B R F2 D'
B R2 F B R F2 D2
D R2 F B R D F2
B R2 F B R' F2 R2
B R2 F B R2 F2 R'
D R2 F B D R F2
B R2 F B' R F2 B2
B R2 F B' R B2 F2
B R2 F B2 R F2 B'
B R2 F B2 R B' F2
B' R2 F' B D2 F2 R
F2 R2 F' D2 R F2 B2
F2 R2 F' D2 R B2 F2
F2 R2 F' D2 B2 R F2
F' R2 F2 R D2 F2 B2
F' R2 F2 R D2 B2 F2
B R2 F' U2 L' U2 B
D R2 F' D F2 B R
D R2 F' D B F2 R
B R2 F' B U2 L' U2
D R2 F' B D F2 R
D2 R2 F2 D2 B R' D
D2 R2 F2 D2 B R' D'
D2 R2 F2 D2 B R' D2
D2 R2 F2 D2 B D R'
D2 R2 F2 D2 B D' R'
D2 R2 F2 D2 B D2 R'
F' R2 F2 D2 R F2 B2
F' R2 F2 D2 R B2 F2
F' R2 F2 D2 B2 R F2
D2 R2 B R F R F
D2 R2 B R' F R F
D2 R2 B R2 F R F
B2 R2 B L2 F L2 R
B2 R2 B L2 F R L2
B R2 F2 D2 F B R'
B R2 F2 D2 B R' F
B R2 F2 D2 B F R'
D2 R2 B F R D F
D2 R2 B F R D' F
D2 R2 B F R D2 F
D2 R2 B F R F D
D2 R2 B F R F D'
D2 R2 B F R F D2
D2 R2 B F R' F R2
D2 R2 B F R2 F R'
D2 R2 B F D R F
D2 R2 B F D' R F
D2 R2 B F D2 R F
B' R2 B D2 F R F
B2 R2 B U2 B' U2 R'
B' R2 B F R D2 F2
B' R2 B F D2 R F2
B' R2 B F' D2 F2 R
F R2 F2 B2 L U2 L'
B R2 B R' F R F'
B R2 B D F R F2
D R2 B D F R F
B R2 B D' F R F2
B R2 B D2 F R F2
B R2 B F R F2 D
B R2 B F R F2 D'
B R2 B F R F2 D2
B R2 B F R' F2 R2
D R2 B F R D F2
B R2 B F R2 F2 R'
D R2 B F D R F2
B R2 B F' U2 L' U2
D R2 B F' D F2 R
D2 R2 B' F R F B2
D2 R2 B' F R B2 F
F' R2 B2 L' R U2 L
F' R2 B2 L' R' U2 L
F' R2 B2 L' R2 U2 L
F' R2 B2 L' U2 L D
F' R2 B2 L' U2 L D'
F' R2 B2 L' U2 L D2
F' R2 B2 L' U2 D L
F' R2 B2 L' U2 D' L
F' R2 B2 L' U2 D2 L
F' R2 B2 L' D U2 L
F' R2 B2 L' D' U2 L
F' R2 B2 L' D2 U2 L
F' R2 B2 R L' U2 L
F' R2 B2 R' L' U2 L
F' R2 B2 R2 L' U2 L
B R2 B' F R F2 B2
B R2 B' F R B2 F2
F' R2 B2 D L' U2 L
F' R2 B2 D' L' U2 L
F' R2 B2 D2 L' U2 L
D2 R2 B2 F R F B'
D2 R2 B2 F R B' F
F R2 B2 L F2 R U2
F2 R2 B2 F L' U2 L
B R2 B2 F R F2 B'
B R2 B2 F R B' F2
F R2 B2 F2 L U2 L'
R2 D F D B R F2
R2 D F B R D F2
R2 D F B D R F2
R D F R D F2 B
R D F R D B F2
R D F R B D F2
R D F D R F2 B
R D F D R B F2
R2 D F' D F2 B R
R2 D F' D B F2 R
R2 D F' B D F2 R
R D F' D F2 R B
R2 D B D F R F
R2 D B F R D F2
R2 D B F D R F2
R2 D B F' D F2 R
F U D L2 R2 U' R'
F U D R2 L2 U' R'
U' D' R B R U B
D' U' R B R U B
U' D' R2 U D B R'
D' U' R2 U D B R'
R2 D' F D' B R F2
R2 D' F B D' R F2
U' D' R2 D U B R'
D' U' R2 D U B R'
R D' F D' R F2 B
R D' F D' R B F2
R2 D' F' D' F2 B R
R2 D' F' D' B F2 R
R2 D' F' B D' F2 R
R D' F' D' F2 R B
R2 D' B D' F R F
R2 D' B F D' R F2
R2 D' B F' D' F2 R
F U' D' L2 R2 U R'
F U' D' R2 L2 U R'
R D2 R F B R F
R2 D2 R' F R F B
R2 D2 R' F R B F
R D2 R F2 D2 B R'
R D2 R B F R F
B2 U2 L F' U2 F R
F' U2 L B2 L2 U2 B2
F' U2 L' F B2 U2 B2
F' U2 L' F' B2 U2 B2
B U2 L F' B L U2
F' U2 L' F2 B2 U2 B2
B2 U2 L' F' U2 F R
B U2 L B L F' U2
B U2 L B F' L U2
F' U2 L' B2 U2 B2 D
F' U2 L' B2 U2 B2 D'
F' U2 L' B2 U2 B2 D2
F' U2 L' B2 D2 F2 U2
F' U2 L' B2 F U2 B2
F' U2 L' B2 F' U2 B2
F' U2 L' B2 F2 U2 B2
L' D2 F' L' U2 L2 F'
L' D2 F' L' U2 F' L2
F U2 L F2 L' B2 U2
F U2 L F2 B2 L' U2
F U2 L B2 F2 L' U2
D2 U2 F' U2 F R F2
R2 D2 F D B R F
R2 D2 F D' B R F
L2 D2 F' L' R2 B U2
R2 D2 F D2 B R F
R2 D2 F B R D F
R2 D2 F B R D' F
R2 D2 F B R D2 F
R2 D2 F B R F D
R2 D2 F B R F D'
R2 D2 F B R F D2
D2 U2 F' B L U2 F'
R2 D2 F B R' F R2
R2 D2 F B R2 F R'
R2 D2 F B D R F
R2 D2 F B D' R F
R2 D2 F B D2 R F
R2 D2 F B' R F B2
R2 D2 F B' R B2 F
D2 U2 F' B' U2 F' R'
R2 D2 F B2 R F B'
R2 D2 F B2 R B' F
B U2 L' F' B L U2
B2 U2 L2 F' U2 F R
B U2 L' B L F' U2
L2 D2 F' R2 L' B U2
R D2 F R D F B
R D2 F R D B F
R D2 F R D' F B
R D2 F R D' B F
R D2 F R D2 F B
R D2 F R D2 B F
L2 D2 F' R2 B L' U2
R D2 F R F D B
R D2 F R F D' B
R D2 F R F D2 B
R D2 F R F B D
R D2 F R F B D'
R D2 F R F B D2
B U2 L' B F' L U2
R D2 F R B D F
R D2 F R B D' F
R D2 F R B D2 F
R D2 F R B F D
R D2 F R B F D'
R D2 F R B F D2
F' U2 L2 B2 U2 R' B2
R D2 F R2 F R' B
U2 D2 F' U2 F R F2
F U2 L' F2 L' B2 U2
F U2 L' F2 B2 L' U2
U2 D2 F' B L U2 F'
R D2 F D R F B
R D2 F D R B F
R D2 F D' R F B
R D2 F D' R B F
U2 D2 F' B' U2 F' R'
F U2 L' B2 F2 L' U2
R D2 F D2 R F B
R D2 F D2 R B F
R' D2 F2 D2 R' B R'
R D2 F B R F B
R D2 F B R B F
R' D2 F2 D2 B R' B
R D2 F B' R F B
R D2 F B' R B F
R D2 F B2 R F B
R D2 F B2 R B F
B U2 L2 F' B L U2
B U2 L2 B L F' U2
D2 U2 B L F' U2 F'
B U2 L2 B F' L U2
F U2 L2 F2 L' B2 U2
F U2 L2 F2 B2 L' U2
F U2 L2 B2 F2 L' U2
U2 D2 B L F' U2 F'
F' U2 R' D2 F2 L' R
F' U2 R' D2 F2 R L'
R2 D2 F2 D2 B R' D
R2 D2 F2 D2 B R' D'
R2 D2 F2 D2 B R' D2
R2 D2 F2 D2 B D R'
R2 D2 F2 D2 B D' R'
R2 D2 F2 D2 B D2 R'
D2 U2 B F' L U2 F'
R D2 F2 R D2 B R'
F U2 R D2 F2 B2 L
F U2 R D2 B2 L F2
F U2 R D2 B2 F2 L
R2 D2 B R F R F
R2 D2 B R' F R F
R2 D2 B R2 F R F
U2 D2 B F' L U2 F'
R D2 F2 D2 R B R'
F' U2 R2 D2 F2 L2 R
F' U2 R2 D2 F2 R L2
R2 D2 B F R D F
R2 D2 B F R D' F
R2 D2 B F R D2 F
R2 D2 B F R F D
R2 D2 B F R F D'
R2 D2 B F R F D2
R2 D2 B F R' F R2
R2 D2 B F R2 F R'
R2 D2 B F D R F
R2 D2 B F D' R F
R2 D2 B F D2 R F
D2 U2 B' F' U2 F' R'
B2 U2 R2 B' R' B2 L
U2 D2 B' F' U2 F' R'
B' U2 D F' B' U2 R'
R D2 B F R F B
R D2 B F R B F
B' U2 D B' F' U2 R'
R2 D2 B' F R F B2
R2 D2 B' F R B2 F
B2 U2 D F' U2 F R
L' F L R D2 F2 B2
L' F L R D2 B2 F2
B' U2 D' F' B' U2 R'
B' U2 D' B' F' U2 R'
L' F L D2 R F2 B2
L' F L D2 R B2 F2
B2 U2 D' F' U2 F R
L' F L D2 B2 R F2
R D2 B' F R F B
R D2 B' F R B F
B U2 D F' B L U2
R2 D2 B2 F R F B'
R2 D2 B2 F R B' F
B U2 D B L F' U2
B U2 D B F' L U2
F' U2 D2 R' F2 L' R
F' U2 D2 R' F2 R L'
B' U2 D2 F' B' U2 R'
B' U2 D2 B' F' U2 R'
B2 U2 D2 F' U2 F R
B U2 D' F' B L U2
B U2 D' B L F' U2
R D2 B2 F R F B
R D2 B2 F R B F
B U2 D' B F' L U2
F2 U2 F L B2 L2 U2
F2 U2 F L' U2 D2 F2
F2 U2 F L' D2 U2 F2
F2 U2 F L' B2 U2 D
F2 U2 F L' B2 U2 D'
F2 U2 F L' B2 U2 D2
F2 U2 F L' B2 D U2
F2 U2 F L' B2 D' U2
F2 U2 F L' B2 D2 U2
F2 U2 F L2 B2 U2 R'
B U2 D2 F' B L U2
F U2 D2 R F2 B2 L
B U2 D2 B L F' U2
F U2 D2 R B2 L F2
F U2 D2 R B2 F2 L
F2 U2 F U2 D2 F2 R
B U2 D2 B F' L U2
B' U2 F' L2 U2 F R
L2 F L2 R D2 F2 B2
L2 F L2 R D2 B2 F2
F2 U2 F D2 L' U2 F2
F2 U2 F D2 U2 F2 R
F2 U2 F B L' B U2
F2 U2 F B2 L' U2 D
F2 U2 F B2 L' U2 D'
F2 U2 F B2 L' U2 D2
F2 U2 F B2 L' D U2
F2 U2 F B2 L' D' U2
F2 U2 F B2 L' D2 U2
F2 U2 F B2 D L' U2
F2 U2 F B2 D' L' U2
F2 U2 F B2 D2 L' U2
B2 U2 F' L2 B' U2 R'
L' F R L D2 F2 B2
L' F R L D2 B2 F2
B' U2 F' D B' U2 R'
L2 F L2 D2 R F2 B2
L2 F L2 D2 R B2 F2
R' F R U2 F' B2 U2
B' U2 F' D' B' U2 R'
R' F R U2 B2 F' U2
L2 F L2 D2 B2 R F2
B' U2 F' D2 B' U2 R'
B' U2 F' B L B2 U2
D2 F R U2 F2 U2 F'
B2 U2 F' U2 R F R
B' U2 F' B' L U2 R'
B2 U2 F' U2 R' F R
B' U2 F' B' L' U2 R'
B2 U2 F' U2 R2 F R
B' U2 F' B' L2 U2 R'
B2 U2 F' U2 D F R
B2 U2 F' U2 D' F R
D2 F R D F D B2
B2 U2 F' U2 D2 F R
B2 U2 F' U2 F R D
B2 U2 F' U2 F R D'
B2 U2 F' U2 F R D2
B2 U2 F' U2 F D R
B2 U2 F' U2 F D' R
B2 U2 F' U2 F D2 R
B' U2 F' B' U2 R' D
B' U2 F' B' U2 R' D'
B' U2 F' B' U2 R' D2
B' U2 F' B' U2 D R'
B' U2 F' B' U2 D' R'
B' U2 F' B' U2 D2 R'
B' U2 F' B' D U2 R'
B' U2 F' B' D' U2 R'
B' U2 F' B' D2 U2 R'
D2 F R D' F D' B2
B2 U2 F' D U2 F R
R' F R F D2 F2 B2
R' F R F D2 B2 F2
D2 F R D2 F B2 D
D2 F R D2 F B2 D'
D2 F R D2 F B2 D2
B2 U2 F' D' U2 F R
D2 F R D2 B2 D F
D2 F R D2 B2 D' F
D2 F R D2 B2 D2 F
D2 F R D2 B2 F D
D2 F R D2 B2 F D'
D2 F R D2 B2 F D2
B U2 F B L F2 U2
D2 F R F L2 B' L2
D2 F R F U2 F U2
B2 U2 F' D2 U2 F R
L' F R D2 L F2 B2
L' F R D2 L B2 F2
L' F R D2 F2 L B2
B2 U2 F' B' U2 R' F
B2 U2 F' B' U2 F R'
B U2 F' L B L U2
L2 F R L2 D2 F2 B2
D2 F R B D2 F B2
L2 F R L2 D2 B2 F2
D2 F R B D2 B2 F
B U2 F' L' B L U2
D2 F R B' D2 F B2
D2 F R B' D2 B2 F
B U2 F' L2 B L U2
D2 F R B2 D2 F B2
D2 F R B2 D2 B2 F
B U2 F' D B L U2
B U2 F' D' B L U2
R' F R' F B R2 F'
B' U2 B L F' B2 U2
B' U2 B L B2 F' U2
B U2 F' D2 B L U2
B U2 F' B L U2 D
B U2 F' B L U2 D'
B U2 F' B L U2 D2
B U2 F' B L D U2
B U2 F' B L D' U2
B U2 F' B L D2 U2
R' F R' F' B R2 F'
B U2 F' B D L U2
B U2 F' B D' L U2
B U2 F' B D2 L U2
R' F R' F2 B R2 F'
D2 F R' F' R2 F2 B
D2 F R' F' R2 B F2
D F R D F2 D B2
R' F R' B R2 D F'
R' F R' B R2 D' F'
R' F R' B R2 D2 F'
R' F R' B R2 F' D
R' F R' B R2 F' D'
R' F R' B R2 F' D2
F' U2 F2 B2 U2 R B2
F' U2 F2 B2 U2 B2 R
R' F R' B F R2 F'
R' F R' B F' R2 F'
R' F R' B F2 R2 F'
D F R D2 B2 D' F2
B2 U2 B L F' U2 F
F U2 F2 L B2 L2 U2
F U2 F2 L' U2 D2 F2
F U2 F2 L' D2 U2 F2
F U2 F2 L' B2 U2 D
F U2 F2 L' B2 U2 D'
F U2 F2 L' B2 U2 D2
F U2 F2 L' B2 D U2
F U2 F2 L' B2 D' U2
F U2 F2 L' B2 D2 U2
F U2 F2 L2 B2 U2 R'
R F R U2 B2 U2 B'
B' U2 B F' L B2 U2
R F R D B D F2
R F R D' B D' F2
D2 F R2 D2 R' F B2
D2 F R2 D2 R' B2 F
B' U2 B' L F' U2 R'
R F R D2 F2 D B
R F R D2 F2 D' B
R F R D2 F2 D2 B
R F R D2 F2 B D
R F R D2 F2 B D'
R F R D2 F2 B D2
D2 F R2 D2 F R' B2
R F R D2 B F2 D
R F R D2 B F2 D'
R F R D2 B F2 D2
B' U2 B' L' F' U2 R'
R F R F D2 F2 B
R F R F D2 B F2
B' U2 B' L2 F' U2 R'
R F R F' D2 F2 B
R F R F' D2 B F2
F U2 F2 U2 D2 F2 R
R F R F2 D2 F2 B
R F R F2 D2 B F2
B U2 B L D F' U2
B U2 B L D' F' U2
B U2 B L D2 F' U2
B U2 B L F' U2 D
B U2 B L F' U2 D'
B U2 B L F' U2 D2
B U2 B L F' D U2
B U2 B L F' D' U2
B U2 B L F' D2 U2
R F R B R2 F' R2
F2 U2 B F L' B U2
R F R B U2 B U2
B U2 B L' F' L2 U2
F U2 F2 D2 L' U2 F2
F U2 F2 D2 U2 F2 R
F U2 F2 B L' B U2
B' U2 B' U2 R2 B R
F U2 F2 B2 L' U2 D
F U2 F2 B2 L' U2 D'
F U2 F2 B2 L' U2 D2
F U2 F2 B2 L' D U2
F U2 F2 B2 L' D' U2
F U2 F2 B2 L' D2 U2
F U2 F2 B2 D L' U2
F U2 F2 B2 D' L' U2
F U2 F2 B2 D2 L' U2
B' U2 B' D F' U2 R'
B' U2 B' D' F' U2 R'
B' U2 B' D2 F' U2 R'
B' U2 B' F' L U2 R'
B' U2 B' F' L' U2 R'
B' U2 B' F' L2 U2 R'
B U2 B D L F' U2
B' U2 B' F' U2 R' D
B' U2 B' F' U2 R' D'
B' U2 B' F' U2 R' D2
B' U2 B' F' U2 D R'
B' U2 B' F' U2 D' R'
B' U2 B' F' U2 D2 R'
B' U2 B' F' D U2 R'
B' U2 B' F' D' U2 R'
B' U2 B' F' D2 U2 R'
B U2 B D F' L U2
B U2 B D' L F' U2
B U2 B D' F' L U2
B U2 B D2 L F' U2
B U2 B D2 F' L U2
B U2 B F L F2 U2
B U2 B F' L U2 D
B U2 B F' L U2 D'
B U2 B F' L U2 D2
B U2 B F' L D U2
B U2 B F' L D' U2
B U2 B F' L D2 U2
B U2 B F' D L U2
B U2 B F' D' L U2
B U2 B F' D2 L U2
B2 U2 B' F' U2 R' F
B2 U2 B' F' U2 F R'
R F R' B R2 F' B
R F R' B R2 B F'
F' U2 B2 L' U2 B2 D
F' U2 B2 L' U2 B2 D'
F' U2 B2 L' U2 B2 D2
F' U2 B2 L' D2 F2 U2
F' U2 B2 L' F U2 B2
F' U2 B2 L' F' U2 B2
F' U2 B2 L' F2 U2 B2
F' U2 B2 L2 U2 B2 R'
F U2 B F2 L' B U2
F' U2 B2 D2 L' F2 U2
F' U2 B2 D2 F2 U2 R
F' U2 B2 F2 U2 R B2
F' U2 B2 F2 U2 B2 R
F2 U2 B2 F L' U2 D
F2 U2 B2 F L' U2 D'
F2 U2 B2 F L' U2 D2
F2 U2 B2 F L' D U2
F2 U2 B2 F L' D' U2
F2 U2 B2 F L' D2 U2
F2 U2 B2 F D L' U2
F2 U2 B2 F D' L' U2
F2 U2 B2 F D2 L' U2
F U2 B2 L F2 L' U2
F U2 B2 L' F2 L' U2
F U2 B2 L2 F2 L' U2
F U2 B2 U2 R D2 B2
D2 F U2 F2 L' U2 F'
F U2 B2 U2 D2 R B2
F U2 B2 U2 D2 B2 R
F U2 B2 D2 U2 R B2
F U2 B2 D2 U2 B2 R
F' D L' U' L' U' L2
F' D L' U2 L D F2
F U2 B2 F2 L' U2 D
F U2 B2 F2 L' U2 D'
F U2 B2 F2 L' U2 D2
F U2 B2 F2 L' D U2
F U2 B2 F2 L' D' U2
F U2 B2 F2 L' D2 U2
F U2 B2 F2 D L' U2
F U2 B2 F2 D' L' U2
F U2 B2 F2 D2 L' U2
B2 D L' F' L' U2 L2
R2 F U2 B2 U2 R B'
R2 F U2 B2 U2 B' R
D' F D' R F2 D' B2
D2 F D' R D' F B2
D2 F D' R D' B2 F
D2 F D' R F D' B2
B2 D L2 F' L' U2 L'
R2 F D B R D F2
R2 F D B D R F2
R F U2 B2 U2 R B
L' F D2 L R F2 B2
L' F D2 L R B2 F2
D' F D2 R B2 D F2
D2 F D2 R F B2 D
D2 F D2 R F B2 D'
D2 F D2 R F B2 D2
L' F D2 L B2 R F2
D2 F D2 R B2 D F
D2 F D2 R B2 D' F
D2 F D2 R B2 D2 F
D2 F D2 R B2 F D
D2 F D2 R B2 F D'
D2 F D2 R B2 F D2
R F D R D F2 B
R F D R D B F2
F D L2 R2 U' L2 R'
F D L2 R2 U' R' L2
D2 F D2 R' F R2 B2
R F D R B D F2
D2 F D2 R' F B2 R2
D2 F D2 R' B2 R2 F
D2 F D2 R' B2 F R2
D2 F D2 R2 F R' B2
L' F D2 R L F2 B2
L' F D2 R L B2 F2
L' F D2 R F2 L B2
D2 F D2 B' R F B'
D2 F D2 B' R B' F
D' F D2 B2 R D F2
R2 F D' B D' R F2
D' F D2 B2 D R F2
D2 F D2 B2 R D F
D2 F D2 B2 R D' F
D2 F D2 B2 R D2 F
D2 F D2 B2 R F D
D2 F D2 B2 R F D'
D2 F D2 B2 R F D2
D2 F D2 B2 R' F R2
D2 F D2 B2 R2 F R'
D2 F D2 B2 D R F
D2 F D2 B2 D' R F
D2 F D2 B2 D2 R F
L2 F D2 R F2 L' B2
L2 F D2 R F2 B2 L'
L2 F D2 R B2 F2 L'
D2 F B R D2 F B2
D2 F B R D2 B2 F
F D R U L2 R U'
F D R U R L2 U'
B D R F R F' B
B D R F R B F'
L2 F D2 B2 R F2 L'
D2 F B D2 R F B2
D2 F B D2 R B2 F
U2 F B L F2 B U2
U2 F B L B F2 U2
D2 F B D2 B2 R F
R2 F D2 B R F2 D
R2 F D2 B R F2 D'
R2 F D2 B R F2 D2
R2 F D2 B R' F2 R2
R2 F D2 B R2 F2 R'
R2 F D2 B' R F2 B2
R2 F D2 B' R B2 F2
R2 F D2 B2 R F2 B'
R2 F D2 B2 R B' F2
D2 F B' R D2 F B2
D2 F B' R D2 B2 F
D F D2 B2 D' R F2
R F D2 R F2 D B
R F D2 R F2 D' B
R F D2 R F2 D2 B
R F D2 R F2 B D
R F D2 R F2 B D'
R F D2 R F2 B D2
R F D2 R B F2 D
R F D2 R B F2 D'
R F D2 R B F2 D2
R2 F B R2 D F' R'
R2 F B R2 D' F' R'
R F D2 R2 F2 R' B
R2 F B R2 D2 F' R'
R2 F B R2 F R' F2
R2 F B R2 F' R' D
R2 F B R2 F' R' D'
R2 F B R2 F' R' D2
R2 F B R2 F' D R'
R2 F B R2 F' D' R'
R2 F B R2 F' D2 R'
R2 F B R2 F2 R' F
D2 F B' D2 R F B2
D2 F B' D2 R B2 F
D2 F B' D2 B2 R F
R2 F B U2 B U2 R
R2 F B D R2 F' R'
R2 F B D' R2 F' R'
R2 F B D2 R2 F' R'
R F D2 B R F2 B
R F D2 B R B F2
D2 F B2 R D2 F B2
D2 F B2 R D2 B2 F
R F D2 B' R F2 B
R F D2 B' R B F2
R F D2 B2 R F2 B
R F D2 B2 R B F2
L' F B2 R' F2 U2 R2
R2 F B' R' B2 R2 F'
F D R2 L2 U' L2 R'
F D R2 L2 U' R' L2
B D R2 F B R F2
D2 F B2 D2 R F B2
D2 F B2 D2 R B2 F
R F B R2 F' R' B
D2 F B2 D2 B2 R F
B D R2 B F R F2
R2 F B2 R' B' R2 F'
R F B' R B D2 F2
F D U L2 R2 U' R'
D2 F' L' R U2 L F
F D U R2 L2 U' R'
L' F' L B2 L2 U2 L2
B' D U2 F' B' U2 R'
D' F' L' U R2 U L
L' F' L' R B2 U2 L2
L' F' L' R' B2 U2 L2
D' F' L' U2 L D' F2
D2 F' L' U2 L D F'
D2 F' L' U2 L D' F'
D2 F' L' U2 L D2 F'
D2 F' L' U2 L F' D
D2 F' L' U2 L F' D'
D2 F' L' U2 L F' D2
D2 F' L' U2 L' F' L2
D' F' L' U2 D' L F2
D2 F' L' U2 D L F'
D' F' L' U2 D' F2 L
D2 F' L' U2 D F' L
D2 F' L' U2 D' L F'
D2 F' L' U2 D' F' L
D2 F' L' U2 D2 L F'
D2 F' L' U2 D2 F' L
D2 F' L' U2 F L F2
D2 F' L' U2 F' L D
D2 F' L' U2 F' L D'
D2 F' L' U2 F' L D2
D2 F' L' U2 F' D L
D2 F' L' U2 F' D' L
D2 F' L' U2 F' D2 L
B' D U2 B' F' U2 R'
L' F' L' R2 B2 U2 L2
D2 F' L' D U2 L F'
D2 F' L' D U2 F' L
D' F' L' D B2 R' U2
D' F' L' D' U2 L F2
D' F' L' D' U2 F2 L
D2 F' L' D' U2 L F'
D2 F' L' D' U2 F' L
L' F' L' U2 L2 D2 F2
U2 F' L B L B U2
D2 F' L' D2 U2 L F'
D2 F' L' D2 U2 F' L
B2 D U2 F' U2 F R
L2 F' L B2 L2 R' U2
L2 F' L B2 R' L2 U2
L' F' L' D2 R2 U2 F2
L2 F' L' R B2 U2 L'
R' F' L' B2 R' U2 B
L2 F' L' R' B2 U2 L'
D2 F' L' B' U2 F' L'
L2 F' L' R2 B2 U2 L'
L2 F' L' U2 L' D2 F2
L' F' L' B' U2 L2 F
L2 F' L' U2 D2 L' F2
L' F' L' B2 R U2 L2
L' F' L' B2 R' U2 L2
L' F' L' B2 R2 U2 L2
L' F' L' B2 U2 L2 D
L' F' L' B2 U2 L2 D'
L' F' L' B2 U2 L2 D2
L' F' L' B2 D2 R2 U2
L2 F' L' D2 U2 L' F2
B D U2 F' B L U2
U2 F' L' B L B U2
B D U2 B L F' U2
D F' L' U' L' U' L2
B D U2 B F' L U2
D F' L' U2 L D F2
L2 F' L' B2 R U2 L'
L2 F' L' B2 R' U2 L'
L2 F' L' B2 R2 U2 L'
L2 F' L' B2 U2 L' D
L2 F' L' B2 U2 L' D'
L2 F' L' B2 U2 L' D2
L2 F' L' B2 U2 D L'
L2 F' L' B2 U2 D' L'
L2 F' L' B2 U2 D2 L'
L2 F' L' B2 D U2 L'
L2 F' L' B2 D' U2 L'
L2 F' L' B2 D2 U2 L'
B2 D F' L' R U2 L
B2 D F' L' R' U2 L
B2 D F' L' R2 U2 L
B2 D F' L' U2 L D
B2 D F' L' U2 L D'
B2 D F' L' U2 L D2
B2 D F' L' U2 D L
B2 D F' L' U2 D' L
B2 D F' L' U2 D2 L
B2 D F' L' D U2 L
B2 D F' L' D' U2 L
B2 D F' L' D2 U2 L
R2 F' L' B2 R' U2 B'
D2 F' R L' U2 L F
B2 D F' R L' U2 L
L' F' L2 B2 U2 L' R'
L' F' L2 B2 U2 R' L'
B2 D F' R' L' U2 L
B2 D F' R2 L' U2 L
L' F' R L' B2 U2 L2
B' D F' B' L' U2 L
B2 D F' D L' U2 L
U2 F' L2 B L B U2
B2 D F' D' L' U2 L
B2 D F' D2 L' U2 L
L2 F' R L' B2 U2 L'
R F' L' B2 R' F' U2
L' F' R B2 L' R' U2
L' F' R B2 R' L' U2
L' F' R' L' B2 U2 L2
R' F' R' D2 F2 B R
R' F' R' D2 B F2 R
B D F' B L' U2 L
L2 F' R B2 L' U2 L'
L2 F' R' L' B2 U2 L'
L' F' R' B2 L' R' U2
L' F' R' B2 R' L' U2
L' F' R2 L' B2 U2 L2
R' F' R2 D2 F2 R B
L2 F' R' B2 L' U2 L'
R2 F' R' D2 F2 R B
R F' R D2 F2 B R
R F' R D2 B F2 R
D2 F' R2 B L' U2 L
L2 F' R2 L' B2 U2 L'
F D F2 D F2 R B2
F D F2 D F2 B2 R
F D F2 D B2 F2 R
L' F' R2 B2 L' R' U2
L' F' R2 B2 R' L' U2
B' D B' F' L' U2 L
L2 F' R2 B2 L' U2 L'
B D B F' L' U2 L
F D B D R F2 B2
F D B D R B2 F2
F D B D B2 R F2
F D B' D R F2 B2
F D B' D R B2 F2
F D B' D B2 R F2
L' F' U2 L D2 R2 F2
L' F' U2 L D2 F2 R2
L' F' U2 D2 F2 L R
L' F' U2 D2 F2 R L
F' D' L' U R2 U L
F D B2 D R F2 B2
F D B2 D R B2 F2
F D B2 D B2 R F2
F' D' L' U2 L D' F2
D2 F' D L' U2 L F'
D2 F' D L' U2 F' L
F' D' L' U2 D' L F2
F' D' L' U2 D' F2 L
D' F' D L' B2 R' U2
F' D' L' D B2 R' U2
F' D' L' D' U2 L F2
F' D' L' D' U2 F2 L
R2 F' U2 L' B2 U2 B'
U2 F' U2 D2 F R F
U2 F' U2 F R D2 F2
U2 F' U2 F D2 R F2
U2 F' U2 F' D2 F2 R
B2 D' L' F' L' U2 L2
D' F' D B2 L' U2 L
D2 F' D' L' U2 L F'
D2 F' D' L' U2 F' L
D' F' D' L' U2 L F2
D' F' D' L' U2 F2 L
R F' U2 L' B2 U2 B
D F' D L' U2 L F2
D F' D L' U2 F2 L
B2 D' L2 F' L' U2 L'
D' F' D' F2 R D2 B2
D' F' D' F2 D2 R B2
D' F' D' F2 D2 B2 R
R2 F' D B D F2 R
