D L2 F' B2 U' B
D L2 B2 F' U' B
B2 R2 F U B U
F R2 B2 U' F2 U'
F R2 B2 U2 D R2
F R2 B2 D U2 R2
F R2 B2 D' L2 U2
F' U R2 F2 B2 U2
F' U R2 B2 F2 U2
F' U F2 R2 B2 U2
F' U F2 B2 R2 U2
F' U B2 R2 F2 U2
F' U B2 F2 R2 U2
F' U' D2 L2 F2 B2
F' U' D2 L2 B2 F2
F' U' D2 F2 L2 B2
F' U' D2 F2 B2 L2
F' U' D2 B2 L2 F2
F' U' D2 B2 F2 L2
F' D L2 R2 B2 U'
F' D L2 B2 R2 U'
F' D R2 L2 B2 U'
F' D R2 B2 L2 U'
R2 F B2 U B' U
F' D B2 L2 R2 U'
F' D B2 R2 L2 U'
F' D2 U' L2 F2 B2
F' D2 U' L2 B2 F2
F' D2 U' F2 L2 B2
F' D2 U' F2 B2 L2
F' D2 U' B2 L2 F2
F' D2 U' B2 F2 L2
B2 F R2 U' F2 U'
B2 F R2 U2 D R2
B2 F R2 D U2 R2
B2 F R2 D' L2 U2
D B2 L2 F' U' B'
F B2 R2 U' F2 U'
F B2 R2 U2 D R2
F B2 R2 D U2 R2
F B2 R2 D' L2 U2
R2 B2 F U B' U
U F' D L2 R2 B2 U'
U F' D L2 B2 R2 U'
U' F' D2 U' L2 F2 B2
U' F' D2 U' L2 B2 F2
U' F' D2 U' F2 L2 B2
U' F' D2 U' F2 B2 L2
U' F' D2 U' B2 L2 F2
U F' D R2 L2 B2 U'
U' F' D2 U' B2 F2 L2
U F' D R2 B2 L2 U'
F D' L2 U R2 F2 U
F D' L2 U F2 R2 U
F D' L2 U2 D' L2 F2
F D' L2 U2 D' F2 L2
F D' L2 D R2 B2 U2
F D' L2 D B2 R2 U2
F D' L2 D' U2 L2 F2
F D' L2 D' U2 F2 L2
U F' D B2 L2 R2 U'
U F' D B2 R2 L2 U'
U2 F' D2 U' L2 F2 B2
U2 F' D2 U' L2 B2 F2
U2 F' D2 U' F2 L2 B2
U2 F' D2 U' F2 B2 L2
U2 F' D2 U' B2 L2 F2
U2 F' D2 U' B2 F2 L2
L2 F' D2 U' F2 B' L2
L2 F' D2 U' B' L2 F2
L2 F' D2 U' B' F2 L2
U F' D2 U' L2 F2 B2
U F' D2 U' L2 B2 F2
U F' D2 U' F2 L2 B2
U F' D2 U' F2 B2 L2
U F' D2 U' B2 L2 F2
U F' D2 U' B2 F2 L2
D F' B2 L2 U F2 U2
D F' B2 L2 U' D2 B2
D F' B2 L2 D R2 U'
D F' B2 L2 D2 U' B2
F' D' U2 L2 R2 F2 U
F' D' U2 L2 F2 R2 U
D F' B2 D R2 U' F2
F' D' U2 R2 L2 F2 U
F' D' U2 R2 F2 L2 U
F' D' U2 F2 L2 R2 U
F' D' U2 F2 R2 L2 U
D2 F2 L2 R2 B D' R2
D' F2 L2 R2 B' U B2
D2 F2 L2 B D' R2 B
D' F2 L2 B' R2 U B
D2 F2 R2 L2 B D' R2
D' F2 R2 L2 B' U B2
D' F2 R2 U2 F U' B
F' D2 L U' L F2 B2
F' D2 L U' L B2 F2
F' D2 L U' F2 L B2
F' D2 L' U' L' F2 B2
F' D2 L' U' L' B2 F2
F' D2 L' U' B2 L' F2
B' D2 L2 F D R2 B'
B' D2 L2 F D B' R2
B' D2 L2 F B' D R2
B' D2 L2 B' F D R2
F' D2 L2 F2 B2 D R2
F' D2 L2 B2 F2 D R2
F' D2 R U' L2 F2 B2
F' D2 R U' L2 B2 F2
F' D2 R U' F2 L2 B2
F' D2 R U' F2 B2 L2
F' D2 R U' B2 L2 F2
F' D2 R U' B2 F2 L2
F' D2 R' U' L2 F2 B2
F' D2 R' U' L2 B2 F2
F' D2 R' U' F2 L2 B2
F' D2 R' U' F2 B2 L2
F' D2 R' U' B2 L2 F2
F' D2 R' U' B2 F2 L2
F' D2 R2 U' L2 F2 B2
F' D2 R2 U' L2 B2 F2
F' D2 R2 U' F2 L2 B2
F' D2 R2 U' F2 B2 L2
F' D2 R2 U' B2 L2 F2
F' D2 R2 U' B2 F2 L2
F' D2 U' L F2 L B2
F' D2 U' L' B2 L' F2
F' D2 U' L2 F2 B2 D
F' D2 U' L2 F2 B2 D'
F' D2 U' L2 F2 B2 D2
F' D2 U' L2 B2 F2 D
F' D2 U' L2 B2 F2 D'
F' D2 U' L2 B2 F2 D2
F' D2 U' F' L2 F' B2
F' D2 U' F' L2 B2 F'
F' D2 U' F' B2 L2 F'
F' D2 U' F2 L' B2 L'
F' D2 U' F2 L2 B2 D
F' D2 U' F2 L2 B2 D'
F' D2 U' F2 L2 B2 D2
F' D2 U' F2 B L2 B
F' D2 U' F2 B2 L2 D
F' D2 U' F2 B2 L2 D'
F' D2 U' F2 B2 L2 D2
F' D2 U' B L2 F2 B
F' D2 U' B L2 B F2
F' D2 U' B F2 L2 B
F' D2 U' B2 L F2 L
F' D2 U' B2 L2 F2 D
F' D2 U' B2 L2 F2 D'
F' D2 U' B2 L2 F2 D2
F' D2 U' B2 F' L2 F'
F' D2 U' B2 F2 L2 D
F' D2 U' B2 F2 L2 D'
F' D2 U' B2 F2 L2 D2
F D2 U B2 U L2 F2
F D2 U B2 U F2 L2
B2 D2 F U' F2 U' L2
B2 D2 F U2 L2 D R2
F2 D2 F U' F L2 B'
F D2 U2 L2 F2 D' R2
F D2 U2 F2 L2 D' R2
F' D2 F2 L2 B2 D R2
D B L2 F' B U' B2
D B L2 B F' U' B2
F' D2 F2 B2 L2 D R2
F' D2 B U' L2 F2 B
F' D2 B U' L2 B F2
F' D2 B U' F2 L2 B
F' D2 B U' F2 B L2
F' D2 B U' B L2 F2
F' D2 B U' B F2 L2
F' D2 B' U' F2 B' L2
F' D2 B' U' B' L2 F2
F' D2 B' U' B' F2 L2
F' D2 B2 L2 F2 D R2
F' D2 B2 F2 L2 D R2
B2 F L R2 U' F2 U'
B2 F L R2 U2 D R2
B2 F L R2 D U2 R2
B2 F L R2 D' L2 U2
B2 F L' R2 U' F2 U'
B2 F L' R2 U2 D R2
B2 F L' R2 D U2 R2
B2 F L' R2 D' L2 U2
B2 F L2 R2 U' F2 U'
B2 F L2 R2 U2 D R2
B2 F L2 R2 D U2 R2
B2 F L2 R2 D' L2 U2
B2 F R U' F2 U' L'
B2 F R D R U2 R
B2 F R D' L2 R U2
B2 F R D' R L2 U2
B2 F R' D R' U2 R'
B2 F R' D' L2 R' U2
B2 F R' D' R' L2 U2
B' F R2 D B' U2 R2
B' F R2 D' L2 U2 F
B' F R2 D' B' L2 U2
B2 F R2 L U' F2 U'
B2 F R2 L U2 D R2
B2 F R2 L D U2 R2
B2 F R2 L D' L2 U2
B2 F R2 L' U' F2 U'
B2 F R2 L' U2 D R2
B2 F R2 L' D U2 R2
B2 F R2 L' D' L2 U2
B2 F R2 L2 U' F2 U'
B2 F R2 L2 U2 D R2
B2 F R2 L2 D U2 R2
B2 F R2 L2 D' L2 U2
B2 F R2 U D2 B2 U
B2 F R2 U' F2 U' D
B2 F R2 U' F2 U' D'
B2 F R2 U' F2 U' D2
B2 F R2 U' F2 D U'
B2 F R2 U' F2 D' U'
B2 F R2 U' F2 D2 U'
B' F R2 B' U' F2 U'
B' F R2 B' U2 D R2
B2 F R2 U2 R D R2
B' F R2 B' D U2 R2
B' F R2 B' D' L2 U2
B2 F R2 U2 R' D R2
B2 F R2 U2 R2 D R2
B2 F R2 U2 D R2 D
B2 F R2 U2 D R2 D'
B2 F R2 U2 D R2 D2
B2 F R2 D L U2 R2
B2 F R2 D L' U2 R2
B2 F R2 D L2 U2 R2
B2 F R2 D U2 R2 D
B2 F R2 D U2 R2 D'
B2 F R2 D U2 R2 D2
B2 F R2 D' L2 U2 D
B2 F R2 D' L2 U2 D'
B2 F R2 D' L2 U2 D2
B2 F R2 D' L2 D U2
B2 F R2 D' L2 D' U2
B2 F R2 D' L2 D2 U2
B2 F R2 D2 U B2 U
F' B U R2 F2 U2 F
B F R2 U' F2 U' F
B F R2 U2 D F' R2
B F R2 D U2 F' R2
B F R2 D' L2 U2 F'
F' B U F2 R2 U2 F'
B2 F U D2 B2 U L2
F' B U F2 B R2 U2
F' B U B R2 F2 U2
F' B U B F2 R2 U2
F B R2 U' F2 U' F
F B R2 U2 D F' R2
F B R2 D U2 F' R2
F B R2 D' L2 U2 F'
F' B U' D2 B2 L2 F
B2 F U' D B2 U' R2
B2 F U' F2 U R2 U2
B2 F U' F2 U' D2 L2
B2 F U' F2 D B2 U'
B2 F U' F2 D2 U' L2
B2 F U2 D R2 D L2
B2 F U2 D2 L2 D' R2
F' B D R2 B2 U' F'
B2 F D U' B2 U' R2
B2 F D U2 R2 D L2
B2 F D' L2 U F2 U
B2 F D' L2 U2 D' L2
B2 F D' L2 D R2 U2
B2 F D' L2 D' U2 L2
F' B D2 U' B2 L2 F
B2 F D2 U B2 U L2
B2 F D2 U2 L2 D' R2
R2 B' D L2 U2 F B'
R2 B' D L2 U2 B' F
R2 B' D F L2 U2 F
R2 B' D F B' L2 U2
B2 F' R2 F2 U' F2 U'
B2 F' R2 F2 U2 D R2
B2 F' R2 F2 D U2 R2
B2 F' R2 F2 D' L2 U2
B' F' U R2 F2 B' U2
R2 B' D B' L2 U2 B'
B' F' U R2 B' F2 U2
R2 B' D B' F L2 U2
B' F' U F2 R2 B' U2
B' F' U F2 B' R2 U2
F' B' U R2 F2 B' U2
F' B' U R2 B' F2 U2
B' F' U B' R2 F2 U2
B' F' U B' F2 R2 U2
L2 B' D2 L2 F D R2
R2 B' D' F B' U2 R2
F' B' U F2 R2 B' U2
F' B' U F2 B' R2 U2
F' B' U B' R2 F2 U2
F' B' U B' F2 R2 U2
R2 B' D' B' F U2 R2
B' F' U' D2 L2 F B2
B' F' U' D2 L2 B2 F
F B' R2 D B' U2 R2
F B' R2 D' L2 U2 F
F B' R2 D' B' L2 U2
F' B' U' D2 L2 F B2
F' B' U' D2 L2 B2 F
B F' U R2 F2 U2 F
F B' R2 B' U' F2 U'
F B' R2 B' U2 D R2
F B' R2 B' D U2 R2
F B' R2 B' D' L2 U2
B F' U F2 R2 U2 F'
B F' U F2 B R2 U2
B F' U B R2 F2 U2
B F' U B F2 R2 U2
R2 B' F D L2 U2 F
B F' U' D2 B2 L2 F
R2 B' F D B' L2 U2
R2 B' F D' B' U2 R2
B' F' D B2 R2 U' F'
F' B' D B2 R2 U' F'
B F' D R2 B2 U' F'
B' F' D2 U' L2 F B2
B' F' D2 U' L2 B2 F
D B2 L F' L U' B'
F' B' D2 U' L2 F B2
F' B' D2 U' L2 B2 F
B F' D2 U' B2 L2 F
D B2 L2 R U' B' R'
R2 B2 L2 U' F U' B'
D B2 L2 D F' U' B'
D B2 L2 D' F' U' B'
D B2 L2 D2 F' U' B'
D B2 L2 F' R U' B'
D B2 L2 F' R' U' B'
D B2 L2 F' R2 U' B'
D B2 L2 F' U' D B'
D B2 L2 F' U' D' B'
D B2 L2 F' U' D2 B'
D B2 L2 F' U' B' D
D B2 L2 F' U' B' D'
D B2 L2 F' U' B' D2
D B2 L2 F' D U' B'
D B2 L2 F' D' U' B'
D B2 L2 F' D2 U' B'
D B2 R L2 U' B' R'
F B2 L R2 U' F2 U'
F B2 L R2 U2 D R2
F B2 L R2 D U2 R2
F B2 L R2 D' L2 U2
U' B2 R2 F U B U
L' B2 R2 U B L U
F B2 L' R2 U' F2 U'
F B2 L' R2 U2 D R2
F B2 L' R2 D U2 R2
F B2 L' R2 D' L2 U2
R B2 R F U B U
U2 B2 R2 F U B U
L2 B2 R2 F' U B U
F B2 L2 R2 U' F2 U'
F B2 L2 R2 U2 D R2
F B2 L2 R2 D U2 R2
F B2 L2 R2 D' L2 U2
F B2 R U' F2 U' L'
U B2 R2 F U B U
F B2 R D R U2 R
F B2 R D' L2 R U2
F B2 R D' R L2 U2
B2 F2 R2 U' F U' B
R2 B2 U B' L2 U B'
R2 B2 U B' U' F U2
F2 B2 R2 U' F U' B
F' B2 R2 F2 U' F2 U'
F' B2 R2 F2 U2 D R2
F' B2 R2 F2 D U2 R2
F' B2 R2 F2 D' L2 U2
F B2 R' D R' U2 R'
F B2 R' D' L2 R' U2
F B2 R' D' R' L2 U2
F B2 R2 L U' F2 U'
F B2 R2 L U2 D R2
F B2 R2 L D U2 R2
F B2 R2 L D' L2 U2
F B2 R2 L' U' F2 U'
F B2 R2 L' U2 D R2
F B2 R2 L' D U2 R2
F B2 R2 L' D' L2 U2
F B2 R2 L2 U' F2 U'
F B2 R2 L2 U2 D R2
F B2 R2 L2 D U2 R2
F B2 R2 L2 D' L2 U2
F B2 R2 U D2 B2 U
F B2 R2 U' F2 U' D
F B2 R2 U' F2 U' D'
F B2 R2 U' F2 U' D2
F B2 R2 U' F2 D U'
F B2 R2 U' F2 D' U'
F B2 R2 U' F2 D2 U'
F B2 R2 U2 R D R2
F B2 R2 U2 R' D R2
F B2 R2 U2 R2 D R2
F B2 R2 U2 D R2 D
F B2 R2 U2 D R2 D'
F B2 R2 U2 D R2 D2
F B2 R2 D L U2 R2
F B2 R2 D L' U2 R2
F B2 R2 D L2 U2 R2
F B2 R2 D U2 R2 D
F B2 R2 D U2 R2 D'
F B2 R2 D U2 R2 D2
F B2 R2 D' L2 U2 D
F B2 R2 D' L2 U2 D'
F B2 R2 D' L2 U2 D2
F B2 R2 D' L2 D U2
F B2 R2 D' L2 D' U2
F B2 R2 D' L2 D2 U2
F B2 R2 D2 U B2 U
R' B2 D' F L' U2 L2
R2 B2 D F U B' U
F B2 U D2 B2 U L2
U' B2 F R2 U' F2 U'
U' B2 F R2 U2 D R2
U' B2 F R2 D U2 R2
U' B2 F R2 D' L2 U2
R2 B2 D' F U B' U
F B2 U' D B2 U' R2
F B2 U' F2 U R2 U2
F B2 U' F2 U' D2 L2
F B2 U' F2 D B2 U'
F B2 U' F2 D2 U' L2
R2 B2 D2 F U B' U
F B2 U2 D R2 D L2
F B2 U2 D2 L2 D' R2
U2 B2 F R2 U' F2 U'
U2 B2 F R2 U2 D R2
U2 B2 F R2 D U2 R2
U2 B2 F R2 D' L2 U2
R2 B2 F L2 U' F U'
R2 B2 F U D B' U
R2 B2 F U D' B' U
R2 B2 F U D2 B' U
R2 B2 F U B' U D
R2 B2 F U B' U D'
R2 B2 F U B' U D2
R2 B2 F U B' D U
R2 B2 F U B' D' U
R2 B2 F U B' D2 U
R2 B2 F D U B' U
F B2 D U' B2 U' R2
R2 B2 F D' U B' U
F B2 D U2 R2 D L2
R2 B2 F D2 U B' U
D B2 F' L2 U F2 U2
D B2 F' L2 U' D2 B2
D B2 F' L2 D R2 U'
D B2 F' L2 D2 U' B2
U B2 F R2 U' F2 U'
U B2 F R2 U2 D R2
U B2 F R2 D U2 R2
U B2 F R2 D' L2 U2
F B2 D' L2 U F2 U
F B2 D' L2 U2 D' L2
F B2 D' L2 D R2 U2
F B2 D' L2 D' U2 L2
D B2 F' D R2 U' F2
F B2 D2 U B2 U L2
F B2 D2 U2 L2 D' R2
